label,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14,data_15,data_16,data_17,data_18,data_19,data_20,data_21,data_22,data_23,data_24,data_25,data_26,data_27,data_28,data_29,data_30,data_31,data_32,data_33,data_34,data_35,data_36,data_37,data_38,data_39,data_40,data_41
0,0.0,0.3223166763782501,0.05931207537651062,0.3176935017108917,0.11273843050003052,0.2831028997898102,0.1595868468284607,0.2706286609172821,0.2020593285560608,0.2623756229877472,0.06919831037521362,0.13408905267715454,0.09859606623649597,0.05342155694961548,0.13853949308395386,0.018709450960159302,0.17090743780136108,0.0,0.03969430923461914,0.13117900490760803,0.13174968957901,0.1461338996887207,0.12449821829795837,0.21110287308692932,0.101220041513443,0.22847947478294373,0.017536044120788574,0.15743625164031982,0.10537952184677124,0.19847038388252258,0.0964210033416748,0.24814054369926453,0.07303687930107117,0.24750110507011414,0.0008584260940551758,0.20072445273399353,0.07170018553733826,0.23077401518821716,0.06544378399848938,0.26655009388923645,0.040605396032333374,0.26501980423927307
0,0.0,0.3253142833709717,0.06059670448303223,0.3190959095954895,0.11452937126159668,0.28409790992736816,0.1614614725112915,0.27229875326156616,0.20345836877822876,0.26381778717041016,0.06955239176750183,0.13662201166152954,0.10005083680152893,0.05451607704162598,0.1387072503566742,0.01912599802017212,0.17019397020339966,0.0,0.039715349674224854,0.13372966647148132,0.13193124532699585,0.14993935823440552,0.12521499395370483,0.21526587009429932,0.10311543941497803,0.2332509160041809,0.01763063669204712,0.1598803699016571,0.1057470440864563,0.20037168264389038,0.09645053744316101,0.25090277194976807,0.07336428761482239,0.25109416246414185,0.0016462504863739014,0.20277279615402222,0.07193666696548462,0.23221927881240845,0.06509789824485779,0.26812946796417236,0.04066857695579529,0.2667587995529175
0,0.0,0.32510995864868164,0.0604499876499176,0.3186413049697876,0.11520722508430481,0.28378987312316895,0.1623707115650177,0.2722114324569702,0.20438805222511292,0.2633489966392517,0.07090607285499573,0.1369830071926117,0.0994405746459961,0.054115474224090576,0.13810476660728455,0.018840014934539795,0.16905948519706726,0.0,0.04062032699584961,0.13362476229667664,0.13206788897514343,0.14821353554725647,0.12562474608421326,0.214432954788208,0.10345679521560669,0.23294579982757568,0.017708808183670044,0.15963149070739746,0.10487943887710571,0.1987377107143402,0.09583443403244019,0.24925100803375244,0.0725676417350769,0.2487783432006836,0.0006101131439208984,0.20204025506973267,0.07061031460762024,0.23243951797485352,0.06329023838043213,0.268052339553833,0.038214653730392456,0.2650470733642578
0,0.0,0.3253031373023987,0.06422308087348938,0.31835824251174927,0.11913445591926575,0.2828877568244934,0.16665971279144287,0.27168983221054077,0.20922458171844482,0.2644394636154175,0.0746573805809021,0.13592049479484558,0.1035999059677124,0.05337747931480408,0.14228951930999756,0.018594712018966675,0.17336934804916382,0.0,0.04410064220428467,0.13273048400878906,0.13524025678634644,0.15049263834953308,0.127864807844162,0.21627813577651978,0.10553944110870361,0.2332136631011963,0.021332204341888428,0.15920233726501465,0.10773733258247375,0.20382577180862427,0.0984201729297638,0.2543834447860718,0.07505330443382263,0.25227856636047363,0.004928290843963623,0.20223528146743774,0.07438334822654724,0.23576998710632324,0.06722190976142883,0.27103954553604126,0.042064666748046875,0.266986608505249
0,0.0,0.32400935888290405,0.06520071625709534,0.31747812032699585,0.11995455622673035,0.28069984912872314,0.16709285974502563,0.2691444754600525,0.20897096395492554,0.26261818408966064,0.07550129294395447,0.13356032967567444,0.10397472977638245,0.05022400617599487,0.1426123082637787,0.01647162437438965,0.17307621240615845,0.0,0.04503810405731201,0.13055309653282166,0.1362631618976593,0.14803621172904968,0.12975436449050903,0.2158041000366211,0.1077384352684021,0.23431724309921265,0.021869003772735596,0.15679731965065002,0.10756650567054749,0.20182251930236816,0.09749040007591248,0.2531559467315674,0.073923259973526,0.25100815296173096,0.004814743995666504,0.19951987266540527,0.07321673631668091,0.23327112197875977,0.06626942753791809,0.26954126358032227,0.041874855756759644,0.2655489444732666
0,0.0,0.32395467162132263,0.06293797492980957,0.3180990517139435,0.11756828427314758,0.2821374833583832,0.1648930311203003,0.270974725484848,0.20683473348617554,0.262835294008255,0.0740530788898468,0.1348896026611328,0.10234484076499939,0.05125457048416138,0.14143764972686768,0.017083287239074707,0.17233097553253174,0.0,0.04410368204116821,0.13176432251930237,0.13557308912277222,0.14836567640304565,0.12908878922462463,0.2154875099658966,0.10671767592430115,0.23354199528694153,0.02088552713394165,0.1574193835258484,0.10690158605575562,0.20283940434455872,0.09643149375915527,0.2535313665866852,0.0725095272064209,0.25088343024253845,0.0031981170177459717,0.1995505392551422,0.07159078121185303,0.23313608765602112,0.0645715594291687,0.26966527104377747,0.04007479548454285,0.26564618945121765
0,0.0,0.32245683670043945,0.06338968873023987,0.3156532049179077,0.11912739276885986,0.27947837114334106,0.16673576831817627,0.2687743306159973,0.20892727375030518,0.26135897636413574,0.07566988468170166,0.13224688172340393,0.10496118664741516,0.04959416389465332,0.14326277375221252,0.016328394412994385,0.17391037940979004,0.0,0.045065343379974365,0.12938261032104492,0.13696470856666565,0.14694738388061523,0.1293870508670807,0.21358495950698853,0.10686880350112915,0.23182088136672974,0.02209651470184326,0.15581193566322327,0.10863301157951355,0.20083218812942505,0.0982741117477417,0.2515478730201721,0.07454502582550049,0.24948489665985107,0.005263030529022217,0.1987132430076599,0.07499304413795471,0.23277723789215088,0.06733971834182739,0.2683125138282776,0.04192271828651428,0.26401954889297485
0,0.0,0.32504045963287354,0.06315699219703674,0.3183908462524414,0.11774784326553345,0.28078752756118774,0.16603443026542664,0.2691138982772827,0.20873340964317322,0.2616339921951294,0.07461634278297424,0.13324561715126038,0.10417956113815308,0.04890871047973633,0.14433830976486206,0.01585179567337036,0.17521128058433533,0.0,0.044971972703933716,0.13039052486419678,0.13635927438735962,0.14742493629455566,0.12837085127830505,0.2144455909729004,0.10430237650871277,0.22992944717407227,0.021946847438812256,0.15611866116523743,0.10813963413238525,0.2000797986984253,0.09728476405143738,0.25180572271347046,0.07274240255355835,0.24879497289657593,0.00453561544418335,0.1986098289489746,0.07351928949356079,0.23033380508422852,0.0663793683052063,0.2672666311264038,0.040951937437057495,0.2638629078865051
0,0.0004521608352661133,0.3263239860534668,0.059832215309143066,0.31925398111343384,0.1148211658000946,0.2839021682739258,0.1633533239364624,0.2730846405029297,0.2071843147277832,0.2647782564163208,0.07246151566505432,0.13609665632247925,0.10085150599479675,0.05360499024391174,0.14038357138633728,0.018901914358139038,0.17172729969024658,0.0,0.042480647563934326,0.13276639580726624,0.13371291756629944,0.1502634882926941,0.12570494413375854,0.21504509449005127,0.10246753692626953,0.2300405502319336,0.018467843532562256,0.1592353880405426,0.10602527856826782,0.203036367893219,0.095740407705307,0.25251710414886475,0.07160505652427673,0.24919748306274414,0.0,0.20318561792373657,0.07100039720535278,0.23377037048339844,0.06372413039207458,0.2694552540779114,0.037760764360427856,0.2664499282836914
0,0.006437242031097412,0.3254791498184204,0.06199029088020325,0.3177676200866699,0.11329889297485352,0.2834879755973816,0.1607806384563446,0.27371859550476074,0.20387181639671326,0.2643277645111084,0.07134756445884705,0.1357468068599701,0.09982818365097046,0.05192071199417114,0.14094966650009155,0.017768412828445435,0.172567218542099,0.0,0.04247155785560608,0.13249066472053528,0.13165268301963806,0.14909020066261292,0.1246444582939148,0.21240216493606567,0.1010507345199585,0.22480756044387817,0.018743515014648438,0.15671959519386292,0.10548433661460876,0.20443958044052124,0.0930890142917633,0.25320446491241455,0.0679524838924408,0.2472204566001892,0.0,0.1976352334022522,0.0703226625919342,0.23189198970794678,0.06125989556312561,0.27017468214035034,0.03486362099647522,0.26618218421936035
